Score,Pass,Organisation,Repo Name,Finos Lifecycle State (from the README badge),License (from GitHub Api),"Issue Activity (for most recent 50 issues, count most recent 30 comments in last 6 months)","Commit Activity (count of commits in last 6 months, maxed at 100)",OpenSSF Status (from the README badge),Github Archived (has the Archive tag in GitHub API),"Branch Rules/Private (number of approvers or 0 if no approvers, -1 no branch rules",SemGrep (checks .github/workflows/semgrep.yml file exists),CVE Scanning (checks .github/workflows/cve-scanning.yml file exists),Default Branch Name,Excess Admins,Main Issue Participants (list of all participants for issues loaded in Issue Activity column),Main Committers  (list of all participants for commits loaded in Commit Activity column),Length of Readme,Project Name,Type,Stage
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-studio-operator,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,2476,Legend,Project,Incubating
1000,FAIL (Finos Lifecycle) (wrong admins) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,morphir-dotnet,NONE,Apache-2.0,0,0,NONE,false,0,false,false,main,@DamianReeves,,,7236,Morphir,Project,Active
1000,FAIL (OpenSSF Status) (No Sem Grep),finos,fdc3-dotnet,INCUBATING,Apache-2.0,3,51,NONE,false,1,false,true,main,,@bingenito @BalassaMarton,@bingenito @dependabot[bot] @ztanczos,5125,FDC3,Project,Active
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-db-operator,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,1808,Legend,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-aws-cfi-redshift,NONE,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,277,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-sdlc,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,false,master,,,@finos-admin @rafaelbey @MauricioUyaguari @kevin-m-knight-gs @Yasirmod17 @abhishoya-gs @YannanGao-gs @akphi @siaka-Akash @ivan-kyosev-gs @mrudula-gs @gs-rpant1729 @pierredebelen @jake-kim1 @gs-ssh16,4521,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-engine,INCUBATING,Apache-2.0,2,100,NONE,false,1,false,false,master,,@finos-admin,@finos-admin @kevin-m-knight-gs @rafaelbey @Yasirmod17 @kumuwu @siaka-Akash @gs-ssh16 @jake-kim1 @aziemchawdhary-gs @tanujgirdhar @prasar-ashutosh @epsstan @abhishoya-gs @YannanGao-gs @akphi @pierredebelen @gs-kotang @MauricioUyaguari @PrateekGarg-gs @mrudula-gs @keenkeystrokes @gs-manvig @gs-gunjan @prabodhtr @rengam32 @yash0024 @gs-rpant1729 @robcossin,3332,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-bundle,INCUBATING,Apache-2.0,0,1,NONE,false,0,false,false,main,,,@claudiubelu,5515,Legend,Project,Incubating
1000,,finos,FDC3-Sail,INCUBATING,Apache-2.0,0,0,OK,false,0,true,true,main,,,,6315,FDC3 Sail,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,terraform-aws-cfi-eks,NONE,Apache-2.0,0,0,NONE,false,-1,false,false,main,,,,13410,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (Finos Lifecycle) (wrong admins) (No CVE Scan) (No Sem Grep),finos,morphir,NONE,Apache-2.0,60,100,OK,false,1,false,false,main,@DamianReeves,@karlmoll @edwardpeters @DamianReeves @AttilaMihaly @michelchan @nwokafor-choongsaeng @stephengoldbaum @alexsieland @RichardWagener365 @sahilravinder @sidmocodes @edmondop @marron-at-work @frankchoongsaeng @kmudrick @bensanchin,@DamianReeves @stephengoldbaum @AttilaMihaly @bekand @dependabot[bot] @bensanchin @maoo @kmudrick @nwokafor-choongsaeng @sahilravinder @michelchan @alexsieland @ronaldssebalamu,8280,Morphir,Project,Active
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,ansible-cfi-ocp,INCUBATING,Apache-2.0,0,0,NONE,false,1,false,false,main,,,,2391,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-aws-cfi-dynamodb,NONE,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,267,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (Finos Lifecycle) (wrong admins) (OpenSSF Status) (No Sem Grep),finos,legend-engine-ide-client-vscode,NONE,Apache-2.0,1,62,NONE,false,1,false,true,main,@rafaelbey,@rafaelbey,@rafaelbey @gayathrir11 @finos-admin @sameersaini @siaka-Akash @jake-kim1,1786,,Project,Active
1000,FAIL (Finos Lifecycle),finos,FDC3,NONE,NOASSERTION,172,100,OK,false,1,true,true,main,,@kriswest @robmoffat @openfin-johans @hughtroeger @mistryvinay @Roaders @Lecss @novavi @julianna-ciq @maoo @bingenito @pvoznyuk @Vivek-NatWest @paulgoldsmith @john-ciq @Yannick-Malins @mthomcfa @kziemski @fapulito @cwatson88 @nkolba @rikoe @hellosmithy @iansloyan @timjenkel @headsphere @Perelmuter @salmenus @jasonmdorsey @mcleo-d @milindchidrawar @gilesstevenson @yeahjim1 @lspiro-Tick42 @chordmemory @kemerava @TheJuanAndOnly99,@kriswest @robmoffat @dependabot[bot] @bingenito @kemerava @julianna-ciq,13652,FDC3,Project,Active
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-studio,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,false,master,,,@github-actions[bot] @YannanGao-gs @MauricioUyaguari @akphi @travisstebbins @dependabot[bot] @sameersaini @gayathrir11 @pragyasri-gs,4294,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-aws-cfi-sqs,INCUBATING,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,2738,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-depot,INCUBATING,Apache-2.0,0,74,NONE,false,1,false,false,master,,,@finos-admin @elopezcastro @Yasirmod17 @kevin-m-knight-gs @gs-gunjan @rafaelbey @abhishoya-gs @siaka-Akash @gs-ssh16 @YannanGao-gs @MauricioUyaguari,4236,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,morphir-scala,INCUBATING,Apache-2.0,2,80,NONE,false,0,false,false,main,,@DamianReeves @joanna-lee-0,@scala-steward @dependabot[bot] @edwardpeters @DamianReeves @michelchan @sahilravinder @justin-corn @bensanchin @alexsieland @Bouzomgi @Paul-Folbrecht,7982,Morphir,Project,Active
1000,FAIL (OpenSSF Status) (No CVE Scan),finos,cfi-terraform-template-child-module,INCUBATING,Apache-2.0,0,0,NONE,false,1,true,false,main,,,,3498,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (wrong admins) (OpenSSF Status) (No Sem Grep),finos,legend-engine-ide-lsp,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,true,main,@rafaelbey,,@rafaelbey @finos-admin @jake-kim1 @gayathrir11 @siaka-Akash @renuccif @kevin-m-knight-gs @yash0024,1103,,Project,Active
1000,FAIL (OpenSSF Status) (No Sem Grep),finos,pylegend,INCUBATING,Apache-2.0,0,4,NONE,false,0,false,true,main,,,@gs-ssh16 @renovate[bot],3227,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-shared,INCUBATING,Apache-2.0,0,21,NONE,false,1,false,false,master,,,@finos-admin @Yasirmod17 @kevin-m-knight-gs @ivan-kyosev-gs,1806,Legend,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,morphir-elm,NONE,Apache-2.0,13,80,NONE,false,-1,false,false,main,,@edwardpeters @DamianReeves @AttilaMihaly @bekand @carljmosca @stephengoldbaum,@sfc-gh-lfallasavendano @sfc-gh-aramirezfuentes @AttilaMihaly @bekand @DamianReeves @dependabot[bot] @kmudrick @michelchan @stephengoldbaum @nwokafor-choongsaeng,10104,Morphir,Project,Active
1000,FAIL (Finos Lifecycle) (wrong admins) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,morphir-jvm,NONE,Apache-2.0,1,8,NONE,false,0,false,false,main,@DamianReeves,@DamianReeves,@dependabot[bot] @DamianReeves @cnieves81,1941,Morphir,Project,Active
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-aws-cfi-lambda,NONE,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,267,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-engine-server-operator,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,2072,Legend,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (No Sem Grep),finos,morphir-service,NONE,Apache-2.0,0,0,NONE,false,0,false,true,main,,,,1943,Morphir,Project,Active
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-sdlc-server-operator,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,2052,Legend,Project,Incubating
1000,,finos,FDC3-conformance-framework,INCUBATING,Apache-2.0,0,0,OK,false,1,true,true,main,,,,5869,FDC3 Conformance Framework,Project,Incubating
1000,FAIL (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-google-cfi-gke,INCUBATING,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,8709,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-azurerm-cfi-aks,NONE,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,279,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-juju-gitlab-integrator,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,5058,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend,INCUBATING,Apache-2.0,18,36,NONE,false,1,false,false,master,,@finos-admin @reyes-michael,@finos-admin @haroonsherjan @MauricioUyaguari @YannanGao-gs @gs-ssh16 @maoo @agitana,8794,Legend,Project,Incubating
1000,FAIL (wrong admins) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,cfi-ansible-aws-rds,INCUBATING,Apache-2.0,0,0,NONE,false,1,false,false,main,@AdrianHammond,,,5066,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-integration-juju,NONE,Apache-2.0,0,2,NONE,false,1,false,false,main,,,@claudiubelu @maoo,7314,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-pure,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,false,master,,,@kevin-m-knight-gs @finos-admin @pierredebelen @aziemchawdhary-gs @akphi @gs-ssh16 @abhishoya-gs @mrudula-gs,1462,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,legend-integration-morphir,INCUBATING,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,4001,Legend,Project,Incubating
1000,FAIL (OpenSSF Status) (Branch Reviewers) (No CVE Scan),finos,terraform-azurerm-cfi-postgresql,INCUBATING,Apache-2.0,0,0,NONE,false,-1,true,false,main,,,,7661,Compliant Financial Infrastructure,Project,Incubating
1000,FAIL (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,legend-juju-libs,INCUBATING,Apache-2.0,0,0,NONE,false,-1,false,false,master,,,,690,Legend,Project,Incubating
1000,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,morphir-examples,NONE,Apache-2.0,0,0,NONE,false,0,false,false,main,,,,830,Morphir,Project,Active
1000,FAIL (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,legend-community-delta,INCUBATING,Apache-2.0,0,0,NONE,false,-1,false,false,main,,,,2531,Legend,Project,Incubating
319,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,common-cloud-controls,INCUBATING,NOASSERTION,231,88,NONE,false,1,false,false,main,,@github-actions @eddie-knight @robmoffat @crawfordchanel @mlysaght2017 @smendis-scottlogic @iMichaela @damienjburks @eziogas-scottlogic @ojeb2 @sshiells-scottlogic @AdrianHammond @jared-lambert @rgriffiths-scottlogic @zeal-somani @jisted-scottlogic @karlmoll @Alexstpierrework @abdullahsaf @nas-hub @dogle-scottlogic @fossil-creek @rowan-baker @abikhuil @psmulovics @maoo @IMladjenovic @rachkim00 @markrushing @TheFoxAtWork @caradelia @emili910 @simonzhangbmo @TheJuanAndOnly99 @cfisher-scottlogic @davidstonegoogle,@eddie-knight @smendis-scottlogic @robmoffat @jisted-scottlogic @sshiells-scottlogic @AdrianHammond @iMichaela @mlysaght2017 @rgriffiths-scottlogic @damienjburks @cfisher-scottlogic @fossil-creek @vicenteherrera @maoo @IMladjenovic @zeal-somani @jared-lambert @hennersz @dogle-scottlogic,7861,Common Cloud Controls,Project,Incubating
259,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,a11y-theme-builder,INCUBATING,Apache-2.0,164,95,NONE,false,2,false,false,main,,@aaronreed708 @PaulaPaul @kburk1997 @Sweetdevil144 @codyzu @omesh-omg @evangk6 @AradhyaDixit18 @lwnoble @ShadabImran07 @kris-reed @Chessel @ravjot07 @AlexThornton24 @rahat2134,@aaronreed708 @omesh-omg @PaulaPaul @ravjot07 @Sweetdevil144 @vishavsingla @maoo @Lovelyfin00 @evangk6,3788,Accessibility Theme Builder,Project,Incubating
258,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,git-proxy,INCUBATING,Apache-2.0,158,100,NONE,false,0,false,false,main,,@JamieSlome @maoo @coopernetes @msagi @tt-gideonaryeetey @LewisBroadhurst @divinetettey @eddie-knight @marksmith388 @tarnveerSingh @abinash2512 @DanielVenable @bill-n @matthyx @rgmz @chrischu,@JamieSlome @renovate[bot] @divinetettey @bill-n @DanielVenable,6408,Git Proxy,Project,Incubating
253,FAIL (OpenSSF Status) (No Sem Grep),finos,common-domain-model,INCUBATING,NOASSERTION,153,100,NONE,false,1,false,true,master,,@JBZ-Fragmos @Oblongs @mgratacos @chrisisla @dschwartznyc @tomhealey-icma @lolabeis @llynhiavu @manel-martos @dshoneisda @eelramy @brianlynn2 @eacunaISDA @jonathan-jpmc @SimonCockx @sf-lseg @Josephrp @GerryDenham @rogerguitart @nicholas-moger @valdensmith @mikealambert @gtarres @bohuang19 @HajnalOB @adamulman @d-sen-gupta @mahoneg1br @murphnOSTTRA @FrancoisLetrot @manucarreramoreno @eteridvalishvili @CrisSearle @MalwinaAzemi @acrangle-murex @ftadvisory @LathaamWilson @ADaleISLA @minesh-s-patel @dharm-kapadia @ryanasalt @KHVermeg8686 @fldemarche @AmyCaruso @DIVA291265,@eteridvalishvili @PayalKhanna @hugohills-regnosys @chrisisla @ja6a-regnosys @regnosys-prod-user @JayasriR @minesh-s-patel @mgratacos @SimonCockx @dshoneisda @davidalk @rogerguitart @brianlynn2 @dschwartznyc,18243,Common Domain Model,Project,Incubating
229,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,architecture-as-code,INCUBATING,Apache-2.0,129,100,NONE,false,1,false,false,main,,@rocketstack-matt @aidanm3341 @willosborne @Budlee @jpgough-ms @dc-ms @lionking421 @fleureedwards @lbulanti-ms @ojeb2 @yt-ms @matthewgardner @arhy @mgasca @karlmoll @SlavaVedernikov @grahampacker-ms @aric-rosenbaum @sgm-ms @rvema @eddie-knight @amitpNom @adamdoran @daddario85 @AttilaMihaly @djohnston89 @eminty69 @paul-russell-lseg @sinclairwilson @lpaul1 @aldwins-ln @suggitpe @johnny-qiang-chen-lseg @aldwins-ms,@aidanm3341 @renovate[bot] @rocketstack-matt @willosborne @matthewgardner @TheJuanAndOnly99 @Budlee @dependabot[bot],8522,DevOps Automation,SIG,Active
223,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,open-source-readiness,NONE,Apache-2.0,123,100,NONE,false,1,false,false,main,,@robmoffat @psmulovics @BrittanyIstenes @mimiflynn @pholleran @katnovakovic @HelloKay27 @caradelia @coopernetes @JamieSlome @mcleo-d @jessicapeng @AmolMeshram19 @Neetuj @kmdchew @tsteenbe @pcheong-lbg @rvema @winmorgan @andybs @ana-gamito @bingenito @eminty69 @geekygirldawn @jmeridth @chamindra @shanecoughlan,@robmoffat @psmulovics @mimiflynn @dependabot[bot] @pholleran @BrittanyIstenes @anteos,1729,Open source readiness,SIG,Active
164,FAIL (Finos Lifecycle) (wrong admins) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,perspective,NONE,Apache-2.0,68,96,NONE,false,1,false,false,master,"@texodus, @timkpaine",@texodus @timkpaine @mhkeller @exrhizo @markhalonen @jordanskole @maoo @dhirschfeld @abalabin-bamfunds @0xg0nz0 @pitrou @ruimarques-lseg @RajaPoseidon @brianblakely @limx0 @sjpfenninger @hegdeadithyak @mike-luabase @msmolkin1 @jonathanng,@texodus @tomjakubowski @ada-x64 @timkpaine @timbess @sinistersnare @brianblakely,6874,Perspective,Project,Active
156,FAIL (Finos Lifecycle) (OpenSSF Status),finos,calendar,NONE,Apache-2.0,56,100,NONE,false,0,true,true,main,,@gautamjuyal @maoo @mimiflynn @robmoffat @TheJuanAndOnly99 @winmorgan @psmulovics @Amool-kk @niamhoparker @ronaldssebalamu,@renovate[bot] @mimiflynn @TheJuanAndOnly99 @gautamjuyal @finos-admin @maoo @semgrep-bot,2126,,Project,Active
151,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,traderX,INCUBATING,Apache-2.0,99,52,NONE,false,0,false,false,main,,@maoo @DovOps @rocketstack-matt @karlmoll @leandroyabut @ctiltman @tomhealey-icma @psmulovics @janfernandosmoothstack @heswell @TheJuanAndOnly99 @PR-SS @fhubi @mimiflynn,@DovOps @TheJuanAndOnly99 @maoo @renovate[bot] @rocketstack-matt @ztanczos,9654,TraderX,Project,Incubating
139,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,waltz,ACTIVE,Apache-2.0,39,100,NONE,false,0,false,false,master,,@davidwatkins73 @mcleo-d @judepayne @kamransaleem @mrudangit @maoo @JWoodland-Scott,@JWoodland-Scott @db-waltz @davidwatkins73 @TheJuanAndOnly99,5186,Waltz,Project,Active
137,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,devops-automation,NONE,Apache-2.0,135,2,NONE,false,1,false,false,main,,@karlmoll @ashukla13 @rocketstack-matt @rvema @cnygardtw @mcleo-d @floresjma @psmulovics @mimiflynn @johnmark @christophe-f @kborchers @robmoffat @bingenito @sinclairwilson @Budlee @mjorgen @ericchapman80 @meghdeepnatwest @akinbjoseph @pratikthanki @sbtaylor15 @kirederik @davidwcasper @yt-ms @admleggett @alexashley @ColinEberhardt @aaronsearle @TracyRagan @techno-wizardry @avikalpg @matthewgardner @studees @jorok @aldwins-ln @jpgough-ms @jamesthurgood34 @aidanm3341 @peterrhysthomas @msagi @subbu-raj @alvin-c-shih @arhy @willosborne @mgasca @ojeb2 @amasare,@rocketstack-matt,3043,DevOps Automation,SIG,Active
136,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No License Set) (No CVE Scan) (No Sem Grep),finos,technical-oversight-committee,NONE,,119,17,NONE,false,-1,false,false,main,,@maoo @psmulovics @brunodom @ColinEberhardt @stephengoldbaum @DamianReeves @caradelia @rikoe @eminty69 @opoupeney @caldeirav @eddie-knight @PaulaPaul @jonfreedman @chris-twiner @rocketstack-matt @epsstan @JamieSlome @mindthegab @tenatzen @TheJuanAndOnly99,@maoo @ColinEberhardt @psmulovics @TheJuanAndOnly99,3472,,Project,Active
122,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,DEI-SIG,NONE,Apache-2.0,117,5,NONE,false,-1,false,false,main,,@PaulaPaul @Perelmuter @KaajalAminSharma @psmulovics @mcleo-d @eteridvalishvili @sergiobettencourt @mimiflynn @ritachaturvedi @beekemarie @whykay @aishaani-turntabl @celanthe @TadhgWilson @JinanMartiuk @rhyddian @tenatzen @lwnoble,@psmulovics @PaulaPaul,1101,Diversity Equity & Inclusion Special Interest Group,SIG,Active
121,FAIL (OpenSSF Status),finos,vuu,INCUBATING,Apache-2.0,25,96,NONE,false,0,true,true,main,,@naleeha @wendymiaoo @heswell @junaidzm13 @keikeicheung @chrisjstevo @rohinp14,@heswell @junaidzm13 @keikeicheung @rohinp14 @chuchee @wendymiaoo @naleeha,5389,VUU,Project,Incubating
115,FAIL (wrong admins) (OpenSSF Status) (No Sem Grep),finos,rune-dsl,INCUBATING,Apache-2.0,55,60,NONE,false,1,false,true,main,@minesh-s-patel,@SimonCockx @lolabeis @brianlynn2 @Oblongs @dschwartznyc @hugohills-regnosys @TheJuanAndOnly99 @maoo @cdietrich,@SimonCockx @PayalKhanna @minesh-s-patel @hugohills-regnosys @renovate[bot] @davidalk,11466,Rune,Project,Incubating
100,FAIL (OpenSSF Status) (No Sem Grep),finos,rune-common,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,true,main,,,@PayalKhanna @SimonCockx @hugohills-regnosys @ja6a-regnosys @Chuks-Ajeh @minesh-s-patel @najihah-amran @davidalk @JayasriR,3275,Rune,Project,Incubating
100,FAIL (OpenSSF Status) (No Sem Grep),finos,rune-testing,INCUBATING,Apache-2.0,0,100,NONE,false,1,false,true,main,,,@hugohills-regnosys @JayasriR @Chuks-Ajeh @PayalKhanna @SimonCockx @ja6a-regnosys @minesh-s-patel @davidalk,3355,Rune,Project,Incubating
98,FAIL (Finos Lifecycle) (OpenSSF Status) (No License Set) (No CVE Scan) (No Sem Grep),finos,community,NONE,,79,19,NONE,false,0,false,false,main,,@maoo @mcleo-d @TheJuanAndOnly99 @ColinEberhardt @timkpaine @mindthegab @leefaus @vicenteherrera @miglaros @mimiflynn @pholleran @brunodom @SimonCockx @Neetuj @psmulovics @lolabeis @salmenus @rhyddian @eddie-knight @nickveenhof @cronky @eminty69 @ajgnacht @BrittanyIstenes @kriswest @cm-howard @awaiken @TheFoxAtWork @ferguskeenan @kirillsc @MikeWilsonZngly @caradelia @jstclair2019 @tenatzen @satyampsoni @ashukla13 @opatrascoiu @rocketstack-matt @pcheong-lbg,@TheJuanAndOnly99 @maoo @mindthegab,3680,,Project,Active
92,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,zenith,NONE,Apache-2.0,58,34,NONE,false,1,false,false,main,,@padraignix @alagergren @psmulovics @tenatzen @awaiken @alvin-c-shih @xevg @vbandi @daiyaharsh90 @carlyrichmond @RAI-INFO @DamianReeves @Benjamin-Senso @brooklynrob @dubgeis @PaulaPaul @sammoorhouse @aovando26 @mimiflynn @chaitali-ladikkar @sergmetelin @justin-atwell @brunodom,@padraignix @psmulovics @dependabot[bot] @tenatzen @carlyrichmond,8051,Zenith,SIG,Active
83,FAIL (No CVE Scan),finos,SymphonyElectron,ACTIVE,Apache-2.0,0,83,OK,false,1,true,false,main,,,@KiranNiranjan @sbenmoussati @NguyenTranHoangSym @swasunb @baphony @axeleriksson147,2937,Symphony Electron,Project,Active
64,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,ai-readiness,NONE,Apache-2.0,52,12,NONE,false,-1,false,false,main,,@tenatzen @ColinEberhardt @alvin-c-shih @brooklynrob @aateeque @mimiflynn @DuaneOBrien @rsiddharthan @Felicia-Bridgeway @AmolMeshram19 @Neetuj @Perelmuter @jasonfb69 @Alex-Nalin @yt-ms @psmulovics @rvema @cosmin-oprea @winmorgan @Provectus24 @adavies42 @robmoffat @rachnasriv @duggantRC @djohnston89 @stephengoldbaum @btallman @guspaul @LoriLorusso @dariomolinari @ronaldssebalamu @gravax @ajaym @leop-tcto @alagergren @davidalk @jkotze @andrey-tapekha-db @iamsingularity @caradelia @eelramy @YangletLiu @karlmoll @chubakakid @pierreneu,@ColinEberhardt @finos-admin @vicenteherrera @maoo @TheJuanAndOnly99,7960,AI Readiness,SIG,Active
58,FAIL (Finos Lifecycle) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,kdb,NONE,Apache-2.0,56,2,NONE,false,1,false,false,main,,@rianoc-kx @alvin-c-shih @adavies42 @rdffy @karlmoll @gyorokpeter @drgdavies @claire-sloan @jshinonome @honus85 @ctwomeykx @priyanka7255,@adavies42,1422,kdb+,Project,Incubating
54,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,open-regtech-sig,NONE,Apache-2.0,52,2,NONE,false,-1,false,false,master,,@jgavronsky @eteridvalishvili @martinudy @desipops @sarahsinclair @ffionwiggins @Perelmuter @lolabeis @anelledavis @mr-z-ro @blanchab @iansloyan @DGHakkodan @dshoneisda @Josephrp @sfc-gh-lfallasavendano @sndpkumar14 @lucaborella89 @RobReeveLexTego @PJDiGi @stephengoldbaum @zeal-somani @apetroni @tabi5h @sfc-gh-mrojas @toshaellison @karlmoll @d-sen-gupta @kannan2024 @noelmcloughlin @BillMeenaghan,@TheJuanAndOnly99,4671,Regulation Innovation Special Interest Group,SIG,Active
51,FAIL (Finos Lifecycle) (wrong admins) (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,jupyterlab_templates,NONE,Apache-2.0,4,47,NONE,false,1,false,false,main,@timkpaine,@timkpaine @psychemedia @TheJuanAndOnly99,@timkpaine @dependabot[bot] @maoo @TheJuanAndOnly99 @forest-d,3824,JupyterLab Templates,Project,Active
36,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No License Set) (No CVE Scan) (No Sem Grep),finos,branding,NONE,,1,35,NONE,false,-1,false,false,master,,@TheJuanAndOnly99,@TheJuanAndOnly99 @maoo,2359,,Project,Active
34,FAIL (Finos Lifecycle) (OpenSSF Status) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,InnerSource,NONE,Apache-2.0,34,0,NONE,false,-1,false,false,master,,@chamindra @robmoffat @psmulovics @BrittanyIstenes @katnovakovic @jaz4th @kmdchew @Trueblueaddie,,5865,InnerSource Special Interest Group,SIG,Active
31,FAIL (Finos Lifecycle),finos,spring-bot,NONE,Apache-2.0,8,23,OK,false,1,true,true,spring-bot-master,,@robmoffat @vaibhav-db,@vaibhav-db @robmoffat @pranav-biyani-db,8380,Spring Bot,Project,Active
28,FAIL (Finos Lifecycle) (Branch Reviewers) (No CVE Scan) (No Sem Grep),finos,finos-landscape,NONE,Apache-2.0,9,19,OK,false,-1,false,false,master,,@maoo @GitMensch @AndreyKozlov1984,@TheJuanAndOnly99 @maoo @finos-admin @AndreyKozlov1984,11621,,Project,Active
27,FAIL (OpenSSF Status) (No CVE Scan) (No Sem Grep),finos,cdm-object-builder,INCUBATING,Apache-2.0,1,26,NONE,false,0,false,false,main,,@minesh-s-patel,@minesh-s-patel @renovate[bot] @dependabot[bot] @davidalk,4085,,Project,Active
