stargazerCount,Organisation,Repo Name,"Commit Activity (count of commits in last 6 months, maxed at 100)",Main Committers  (list of all participants for commits loaded in Commit Activity column)
0,https://github.com/finos/fdx-pmc,0,
0,https://github.com/finos/waltz-juju-bundle,21,@claudiubelu @pedroleaoc @smiclea @maoo @TheJuanAndOnly99 @mcleo-d
0,https://github.com/finos/legend-juju-sdlc-server-operator,11,@claudiubelu @smiclea @maoo
0,https://github.com/finos/finos-legend-collaboration,1,@finos-admin
0,https://github.com/finos/legend-juju-db-operator,14,@claudiubelu @smiclea @maoo @pedroleaoc
0,https://github.com/finos/tooling,0,
0,https://github.com/finos/cdm-release-demo,1,@finos-admin
0,https://github.com/finos/open-compliance-cdmc,0,
0,https://github.com/finos/contrib-toolbox,0,
0,https://github.com/finos/legend-config,9,@maoo @epsstan
0,https://github.com/finos/morphir-scala,100,@DamianReeves @scala-steward @dependabot[bot] @TheJuanAndOnly99
0,https://github.com/finos/legend-integration-helm,2,@finos-admin @maoo
0,https://github.com/finos/ssf-enforcer-rules,0,
0,https://github.com/finos/terraform-aws-eks,9,@eddie-knight @thinkl33t @benjamb
0,https://github.com/finos/buyside-sellside-interop,0,
0,https://github.com/finos/air-accelerator,0,
0,https://github.com/finos/morphir-editor,4,@TheJuanAndOnly99 @finos-admin @stephengoldbaum
0,https://github.com/finos/standards-project-blueprint,5,@mindthegab @TheJuanAndOnly99
0,https://github.com/finos/ScreenSnippet2,0,
0,https://github.com/finos/legend-juju-studio-operator,12,@claudiubelu @smiclea @maoo
0,https://github.com/finos/hubspot-sync,0,
0,https://github.com/finos/clabot-test-prod,0,
0,https://github.com/finos/legend-juju-gitlab-integrator,9,@claudiubelu @smiclea @maoo
0,https://github.com/finos/asciidoctor-stylesheet-factory,0,
0,https://github.com/finos/cfi-terraform-gcp-ocp,1,@finos-admin
0,https://github.com/finos/ScreenShareIndicatorFrame,4,@KiranNiranjan
0,https://github.com/finos/legend-juju-libs,2,@claudiubelu
0,https://github.com/finos/symphony-wdk-gallery,4,@ystxn
0,https://github.com/finos/clabot-test,0,
0,https://github.com/finos/finos-member-success,19,@alstratigos @TheJuanAndOnly99
